,Index,company,company_location,review_date,Bean_Country,Bean_Province,cocoa_percent,rating,num_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,alternative_sweetener,first_taste,second_taste,third_taste,fourth_taste
783,783,Finnia,Canada,2020,Honduras,Honduras,70.0,2.75,3,Yes,No,No,No,Yes,No,off,hammy,roasty,
784,784,Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",70.0,2.75,3,Yes,No,No,No,Yes,No,nutty,melon,vinegar,
785,785,Firetree,U.k.,2019,Vanuatu,Malekula Island,72.0,3.75,4,Yes,No,Yes,No,Yes,No,cherry,cocoa,creamy,
786,786,Firetree,U.k.,2019,Papua new guinea,Karkar Island,72.0,3.5,4,Yes,No,Yes,No,Yes,No,caramel,acidic,creamy,
787,787,Firetree,U.k.,2019,Solomon islands,Guadalcanal,69.0,3.5,4,Yes,No,Yes,No,Yes,No,plums,cocoa,,
788,788,Firetree,U.k.,2019,Philippines,Mindanao Island,73.0,3.25,4,Yes,No,Yes,No,Yes,No,creamy,honey,mild hammy,
789,789,Five (5)Mile,U.S.A,2018,Dominican republic,"Oko Caribe, San Fran. De Mac.,batch A",75.0,3.5,2,No,No,No,No,Yes,No,roasty,simple,,
790,790,Five (5)Mile,U.S.A,2018,Colombia,"Tumaco, batch 23abc",75.0,3.0,2,No,No,No,No,Yes,No,high acidity,bitter,nutty,
791,791,Five (5)Mile,U.S.A,2018,Belize,"Maya Mtn, batch 7C",75.0,2.75,2,No,No,No,No,Yes,No,hammy,dried fruit,,
792,792,Five (5)Mile,U.S.A,2018,Guatemala,"Monte Grande, batch 18",75.0,2.75,2,No,No,No,No,Yes,No,hammy,large grits,,
793,793,FJAK,Norway,2018,India,Goground,68.0,3.5,3,Yes,No,No,No,Yes,No,muted,mild sweet cocoa,,
794,794,FJAK,Norway,2018,Tanzania,Kokoa Kamili,70.0,3.5,3,Yes,No,No,No,Yes,No,fruit,spicy mild molasses,,
795,795,FJAK,Norway,2018,Madagascar,Bejofo,70.0,3.0,3,Yes,No,No,No,Yes,No,molasses,sour notes,,
796,796,Forever Cacao,U.k.,2014,Peru,Rio Eni,72.0,2.75,3,Yes,No,No,No,No,Yes,coconut,true to sugar bar,,
797,797,Forteza (Cortes),Puerto rico,2016,Dominican republic,Dominican Republic,70.0,2.75,6,Yes,Yes,Yes,Yes,Yes,No,strong vanilla,earthy,nutty,
798,798,Forteza (Cortes),Puerto rico,2016,Dominican republic,Puerto Rico,80.0,2.75,6,Yes,Yes,Yes,Yes,Yes,No,vanilla,dried fruit,nuts,
799,799,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67.0,3.75,2,No,No,No,No,Yes,No,gummy,sandy,complex,
800,800,Fossa,Singapore,2016,Ecuador,"Camino Verde P., Balao, Guayas",75.0,3.5,2,No,No,No,No,Yes,No,sticky,floral,,
801,801,Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70.0,2.75,2,No,No,No,No,Yes,No,gummy,bland,sour,
802,802,Fossa,Singapore,2018,Haiti,Pisa,68.0,3.5,2,No,No,No,No,Yes,No,roasty,hazelnut,cocoa,
803,803,Fossa,Singapore,2018,Philippines,Davao,70.0,3.25,2,No,No,No,No,Yes,No,sandy,dried fruit,roasty,
804,804,Fossa,Singapore,2018,Bolivia,Alto Beni,70.0,3.0,2,No,No,No,No,Yes,No,nuts,sour milk,,
805,805,Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70.0,3.0,2,No,No,No,No,Yes,No,sandy,powdery,late sour,
806,806,Fossa,Singapore,2018,Dominican republic,Oko Caribe,72.0,2.75,2,No,No,No,No,Yes,No,coffee,acidic,astringent,
807,807,Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70.0,3.5,2,No,No,No,No,Yes,No,roasted nuts,citrus,creamy,
808,808,Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70.0,3.0,2,No,No,No,No,Yes,No,sticky,dried sour fruit,roasty,
809,809,Foundry,New zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70.0,3.75,2,No,No,No,No,Yes,No,floral,orange,cocoa,
810,810,Foundry,New zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70.0,3.75,2,No,No,No,No,Yes,No,fig,mild anise,,
811,811,Foundry,New zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70.0,3.25,2,No,No,No,No,Yes,No,nutty,bland,late sour,
812,812,Foundry,New zealand,2019,Papua new guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70.0,3.0,2,No,No,No,No,Yes,No,off,tropical,vegetal,rubbery
813,813,Foundry,New zealand,2019,Bolivia,"Alto Beni, 2017 h.",70.0,3.0,2,No,No,No,No,Yes,No,honey,mild floral,mild off,
814,814,Foundry,New zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70.0,3.0,2,No,No,No,No,Yes,No,fruit,smokey,mocha,
815,815,Foundry,New zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70.0,3.0,2,No,No,No,No,Yes,No,dirty,roasty,acidic,
816,816,Franceschi,Venezuela,2012,Venezuela,Canoabo,70.0,3.75,3,Yes,No,No,No,Yes,No,nutty,dried fruit,,
817,817,Franceschi,Venezuela,2012,Venezuela,Sur del Lago,60.0,3.5,3,Yes,No,No,No,Yes,No,grits,hazelnut,rum,
818,818,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70.0,3.75,3,Yes,No,No,No,Yes,No,caramel,dairy,,
819,819,Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70.0,3.5,3,Yes,No,No,No,Yes,No,intense,tobacco,nuts,
820,820,Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72.0,3.5,2,No,No,No,No,Yes,No,nutty,,,
821,821,Franceschi,Venezuela,2018,Venezuela,"Carenero, Miranda",70.0,3.25,3,Yes,No,No,No,Yes,No,dried fruit,large grits,,
822,822,Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70.0,3.0,3,Yes,No,No,No,Yes,No,large grits,,,
823,823,Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",85.0,3.0,2,No,No,No,No,Yes,No,sl. dry,gritty,fruity,nuts
824,824,Franceschi,Venezuela,2018,Venezuela,Rio Caribe,60.0,2.5,4,Yes,No,Yes,No,Yes,No,large grits,sweet,,
825,825,Frederic Blondeel,Belgium,2014,Ghana,Ghana,60.0,3.5,4,Yes,No,Yes,No,Yes,No,coarse,hazelnut,peanut,
826,826,Frederic Blondeel,Belgium,2014,Madagascar,Madagascar,65.0,3.5,4,Yes,No,Yes,No,Yes,No,banana,,,
827,827,Frederic Blondeel,Belgium,2015,Costa rica,Costa Rica,70.0,3.5,4,Yes,No,Yes,No,Yes,No,few grits,spicy,cocoa,
828,828,Frederic Blondeel,Belgium,2015,Peru,Peru Brutus,75.0,3.5,4,Yes,No,Yes,No,Yes,No,very coarse,intense,spice,
829,829,Frederic Blondeel,Belgium,2015,Vietnam,Vietnam,80.0,3.0,4,Yes,No,Yes,No,Yes,No,intense,bitter,off notes,
830,830,French Broad,U.S.A,2011,Peru,"Maranon Canyon, Fortunato No. 4",70.0,3.5,2,No,No,No,No,Yes,No,coarse,perfume,heavy roast,
831,831,French Broad,U.S.A,2011,Dominican republic,La Red,65.0,3.5,2,No,No,No,No,Yes,No,choco covered strawberry,,,
832,832,French Broad,U.S.A,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",66.0,3.5,2,No,No,No,No,No,Yes,olive,rum,,
833,833,French Broad,U.S.A,2012,Peru,"Tumbes Coop, batch 120724M",70.0,2.5,2,No,No,No,No,Yes,No,fruit,cough medicine,,
834,834,French Broad,U.S.A,2012,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",81.0,2.0,2,No,No,No,No,No,Yes,sandpaper,some fruit,bitter,
835,835,French Broad,U.S.A,2013,Peru,"Palo Blanco, Chulucanas",66.0,3.5,2,No,No,No,No,Yes,No,spice,citrus,sweet,
836,836,French Broad,U.S.A,2014,Nicaragua,Matagalpa,68.0,3.25,2,No,No,No,No,Yes,No,sweet,tobacco,,
837,837,French Broad,U.S.A,2014,Costa rica,San Andres,80.0,3.0,2,No,No,No,No,Yes,No,mild bitter,roasty,red berry,
838,838,French Broad,U.S.A,2015,Guatemala,Guatemala,73.0,3.5,2,No,No,No,No,Yes,No,roasty,grapes,rich brownie,
839,839,French Broad,U.S.A,2017,Peru,"Norandino, batch 161208",70.0,3.5,2,No,No,No,No,Yes,No,slight dry,citrus,grapefruit,
840,840,French Broad,U.S.A,2019,India,"Animalai, batch 1063",71.0,3.25,3,Yes,No,No,No,Yes,No,tea,spicy,sweet,
841,841,Fresco,U.S.A,2009,Venezuela,"Carenero Superior, #203, MR, SC",65.0,3.5,3,Yes,No,No,No,Yes,No,complex,mild licorice,spice,
842,842,Fresco,U.S.A,2009,Jamaica,"Jamaica, #205, DR, MC",70.0,3.25,3,Yes,No,No,No,Yes,No,creamy,roasty,tobacco,
843,843,Fresco,U.S.A,2009,Jamaica,"Jamaica, #206, DR, LC",70.0,3.0,3,Yes,No,No,No,Yes,No,creamy,simple,nutty,
844,844,Fresco,U.S.A,2009,Jamaica,"Jamaica, #204, DR, SC",80.0,2.75,3,Yes,No,No,No,Yes,No,slightly burnt,earthy,,
845,845,Fresco,U.S.A,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",70.0,4.0,3,Yes,No,No,No,Yes,No,tart,roasted cocoa,,
846,846,Fresco,U.S.A,2011,Dominican republic,"Conacado, #212, LR, SC",72.0,3.5,3,Yes,No,No,No,Yes,No,red berry,some roasty notes,,
847,847,Fresco,U.S.A,2011,Jamaica,"Jamaica, #210, DR, MC",70.0,3.5,3,Yes,No,No,No,Yes,No,woody,grassy,long,
848,848,Fresco,U.S.A,2011,Jamaica,"Jamaica, #209, DR, SC",70.0,3.25,3,Yes,No,No,No,Yes,No,grassy,brownie,astringent,
849,849,Fresco,U.S.A,2011,Dominican republic,"Conacado, #213, DR, -C",72.0,3.25,3,Yes,No,No,No,Yes,No,spicy,cocoa,,
850,850,Fresco,U.S.A,2011,Venezuela,"Chuao, #218, MR, MC, batch 11-020",76.0,3.25,3,Yes,No,No,No,Yes,No,bready,nutty,earthy,intense
851,851,Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #215, MR, MC",74.0,3.0,3,Yes,No,No,No,Yes,No,sandy,cocoa,red fruit,
852,852,Fresco,U.S.A,2011,Ghana,"Ghana, #211, MR, MC",74.0,2.75,3,Yes,No,No,No,Yes,No,mild bitter,mild cocoa,roasty,
853,853,Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #214, LR, MC",74.0,2.75,3,Yes,No,No,No,Yes,No,woody,red fruit,sour,
854,854,Fresco,U.S.A,2012,Madagascar,"Sambirano Valley, #216, MR, LC",74.0,4.0,3,Yes,No,No,No,Yes,No,caramel,nuts,dried fruit,
855,855,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #220, MR, MC",69.0,4.0,2,No,No,No,No,Yes,No,tart,red berry,smoke,
856,856,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #219, LR, MC",69.0,3.5,2,No,No,No,No,Yes,No,mild smoke and fruit,,,
857,857,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #221, DR, MC",69.0,3.5,2,No,No,No,No,Yes,No,smoke,fruit,sour,hammy
858,858,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #222, LR, 0C",69.0,3.0,2,No,No,No,No,Yes,No,sandy,smoke,red berry,
859,859,Fresco,U.S.A,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",70.0,4.0,3,Yes,No,No,No,Yes,No,chocolate covered banana,,,
860,860,Fresco,U.S.A,2013,Dominican republic,"Conacado, #224, MR, MC, batch 13-061",72.0,3.75,3,Yes,No,No,No,Yes,No,blackberries,caramel,roasty,
861,861,Fresco,U.S.A,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",70.0,3.75,3,Yes,No,No,No,Yes,No,cocoa and fresh grapes,,,
862,862,Fresco,U.S.A,2013,Dominican republic,"Conacado, #223, MR, SC, batch 13-051",72.0,3.25,3,Yes,No,No,No,Yes,No,mildly burnt caramel,,,
863,863,Fresco,U.S.A,2014,Peru,"Maranon, #227, LR, MC",70.0,3.5,3,Yes,No,No,No,Yes,No,orange,mellow but flavorful,,
864,864,Fresco,U.S.A,2014,Peru,"Maranon, #229, MR, LC",70.0,3.5,3,Yes,No,No,No,Yes,No,fruity,floral,caramel,
865,865,Fresco,U.S.A,2014,Peru,"Maranon, #230, DR, LC",70.0,3.5,3,Yes,No,No,No,Yes,No,slow develop,caramel,roasty,
866,866,Fresco,U.S.A,2014,Peru,"Maranon, #228, MR, SC",70.0,3.0,3,Yes,No,No,No,Yes,No,light color,leathery flavor,,
867,867,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70.0,3.75,3,Yes,No,No,No,Yes,No,long lasting,fruit,spicy,
868,868,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70.0,3.5,3,Yes,No,No,No,Yes,No,rich cocoa,mild,fatty,
869,869,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70.0,3.5,3,Yes,No,No,No,Yes,No,rich cocoa,nuts,,
870,870,Fresco,U.S.A,2018,Venezuela,Carupano Pintao,72.0,3.5,3,Yes,No,No,No,Yes,No,complex,nuts,spice,floral
871,871,Fresco,U.S.A,2018,Venezuela,"Chuao, MR, SC, batch 18-224",72.0,3.25,3,Yes,No,No,No,Yes,No,roasty,mild fatty,,
872,872,Fresh Coast,U.S.A,2017,Tanzania,"Kokoa Kamili, Kilombero District",70.0,3.75,2,No,No,No,No,Yes,No,creamy,simple,strong choco,
873,873,Fresh Coast,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia",70.0,3.5,2,No,No,No,No,Yes,No,creamy,fragrant,,
874,874,Fresh Coast aka Just Good Choc.,U.S.A,2014,Peru,Peru,70.0,4.0,2,No,No,No,No,Yes,No,banana,yogurt,cocoa,
875,875,Fresh Coast aka Just Good Choc.,U.S.A,2014,Belize,Belize,70.0,3.5,2,No,No,No,No,Yes,No,spice,fatty,mild cocoa,
876,876,Fresh Coast aka Just Good Choc.,U.S.A,2014,Madagascar,Madagascar,70.0,3.5,2,No,No,No,No,Yes,No,strong fruit,ham,deep cocoa,
877,877,Friis Holm,Denmark,2016,Nicaragua,"Rugoso, Bad Fermentation",70.0,3.5,2,No,No,No,No,Yes,No,vegetal,herbs,raw,
878,878,Friis Holm,Denmark,2017,Nicaragua,Barba,70.0,3.75,3,Yes,No,No,No,Yes,No,creamy,black pepper,nut,
879,879,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70.0,4.0,3,Yes,No,No,No,Yes,No,honey,deep cocoa,,
880,880,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70.0,4.0,3,Yes,No,No,No,Yes,No,banana,dairy,cocoa,
881,881,Friis Holm,Denmark,2018,Nicaragua,Johe,70.0,3.75,3,Yes,No,No,No,Yes,No,strong cocoa,orange citrus,,
882,882,Friis Holm,Denmark,2018,Nicaragua,Medagla,70.0,3.75,3,Yes,No,No,No,Yes,No,cocoa,savory,,
883,883,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70.0,3.75,3,Yes,No,No,No,Yes,No,black pepper,high astringency,,
884,884,Friis Holm,Denmark,2018,Nicaragua,"O'Payo, Wasalala Co-op",68.0,3.5,3,Yes,No,No,No,Yes,No,unique flavor,floral-spice mix,,
885,885,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70.0,3.5,3,Yes,No,No,No,Yes,No,delicate,balanced,,
886,886,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70.0,3.25,3,Yes,No,No,No,Yes,No,woody,grassy,spicy,
887,887,Friis Holm,Denmark,2018,Nicaragua,Rugoso,70.0,3.25,3,Yes,No,No,No,Yes,No,high acidity,grassy,,
888,888,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",60.0,3.0,3,Yes,No,No,No,Yes,No,sweet,metallic,,
889,889,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70.0,3.0,3,Yes,No,No,No,Yes,No,floral,sticky,,
890,890,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70.0,3.5,3,Yes,No,No,No,Yes,No,tobacco,woody,wild berry,
891,891,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70.0,3.5,3,Yes,No,No,No,Yes,No,roasty,fatty,woody,
892,892,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70.0,3.25,3,Yes,No,No,No,Yes,No,fatty,leathery,earthy,
893,893,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",70.0,3.75,3,Yes,No,No,No,Yes,No,oily,gritty,savory,
894,894,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",70.0,3.25,3,Yes,No,No,No,Yes,No,intense olive,citrus,vegetal,
895,895,Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",70.0,3.25,3,Yes,No,No,No,Yes,No,spicy,earthy,,
896,896,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",70.0,3.25,3,Yes,No,No,No,Yes,No,oily,fatty,bold olive,
897,897,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Medagla, Xoco",70.0,3.5,3,Yes,No,No,No,Yes,No,baked bread,,,
898,898,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Barba, Xoco",70.0,3.25,3,Yes,No,No,No,Yes,No,oily,burnt black pepper,,
899,899,Friis Holm (Bonnat),Denmark,2014,Nicaragua,La Dalia,70.0,3.5,3,Yes,No,No,No,Yes,No,mild fatty,nutty,roasty,
900,900,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,85.0,3.25,3,Yes,No,No,No,Yes,No,oily,spicy,sour,
901,901,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,60.0,3.0,3,Yes,No,No,No,Yes,No,oily,sweet,dairy,bland
902,902,Fruition,U.S.A,2011,Costa rica,Signature Blend,66.0,3.25,3,Yes,No,No,No,Yes,No,cocoa,spicy,sweet,
903,903,Fruition,U.S.A,2011,Costa rica,Costa Rica,70.0,3.0,3,Yes,No,No,No,Yes,No,fatty,sweet,vanilla,
904,904,Fruition,U.S.A,2012,Peru,Peru,70.0,2.5,3,Yes,No,No,No,Yes,No,oily,tart,chlorine,
905,905,Fruition,U.S.A,2013,Dominican republic,La Red,70.0,3.75,3,Yes,No,No,No,Yes,No,dried fruit,intense,,
906,906,Fruition,U.S.A,2013,Ecuador,Camino Verde,75.0,3.0,3,Yes,No,No,No,Yes,No,sandy,sweet,molasses,floral
907,907,Fruition,U.S.A,2014,Trinidad,Gran Couva,70.0,3.75,3,Yes,No,No,No,Yes,No,delicate,hebs,choco,
908,908,Fruition,U.S.A,2014,Peru,Maranon,76.0,3.0,3,Yes,No,No,No,Yes,No,acidic,undefined,brownie,off
909,909,Fruition,U.S.A,2016,Costa rica,"Coto Brus, Heirloom, Batch 1",74.0,4.0,2,No,No,No,No,Yes,No,oily,dried fruit,leather,
910,910,Fruition,U.S.A,2016,Bolivia,"Wild Bolivian, Batch 2",74.0,3.75,2,No,No,No,No,Yes,No,oily,tropical,,
911,911,Fruition,U.S.A,2019,Madagascar,"Sambirano, Akessons, batch 1",74.0,3.75,2,No,No,No,No,Yes,No,balanced,fruit,nut,roasty
912,912,Fruition,U.S.A,2019,Colombia,"Tumaco, batch 2",85.0,3.5,2,No,No,No,No,Yes,No,black current,bitter,astringent,
913,913,Fu Wan,Taiwan,2018,Venezuela,Chuao,70.0,3.5,3,Yes,No,No,No,Yes,No,dried fruit,cocoa,,
914,914,Fu Wan,Taiwan,2018,Madagascar,Madagascar,70.0,3.0,2,No,No,No,No,Yes,No,grainy texture,sour,hammy,
915,915,Fu Wan,Taiwan,2018,Tanzania,Tanzania,70.0,3.0,2,No,No,No,No,Yes,No,accessible,sweet,sandy,
916,916,Fu Wan,Taiwan,2018,Taiwan,"Taiwan, #1",70.0,2.5,3,Yes,No,No,No,Yes,No,cheesy off flavor,,,
917,917,Garden Island,U.S.A,2014,U.s.a.,"Kaua'i Island, Alea Estate +world",85.0,2.5,3,No,Yes,No,No,Yes,No,gritty,ambiguous,,
918,918,Georgia Ramon,Germany,2015,Ghana,ABOCFA Coop,70.0,4.0,4,Yes,No,Yes,No,Yes,No,cocoa and coconut,,,
919,919,Georgia Ramon,Germany,2015,Dominican republic,Conacado Coop,70.0,3.5,4,Yes,No,Yes,No,Yes,No,sticky,spice,roasty,earthy
920,920,Georgia Ramon,Germany,2015,Dominican republic,Conacado Coop,80.0,3.5,4,Yes,No,Yes,No,Yes,No,deep cocoa,fruit,spice,
921,921,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,75.0,3.5,4,Yes,No,Yes,No,Yes,No,red fruit,tart,fat,leathery
922,922,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,65.0,3.25,4,Yes,No,Yes,No,Yes,No,sandy,sweet,candy tart,
923,923,Georgia Ramon,Germany,2017,St. lucia,"Rabot Estate, Island Growers",77.0,3.5,3,Yes,No,No,No,Yes,No,chewy,woody,rustic,
924,924,Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75.0,3.5,3,Yes,No,No,No,Yes,No,fatty,creamy,roasty,
925,925,Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,72.0,2.75,3,Yes,No,No,No,Yes,No,dry,grainy,spicy,roasty
926,926,Georgia Ramon,Germany,2019,Venezuela,Chuao,75.0,2.75,3,Yes,No,No,No,Yes,No,earthy,roasty,strong vanilla,
927,927,Glennmade,U.S.A,2015,Brazil,Bahia,66.0,3.0,2,No,No,No,No,Yes,No,mild woody,black licorice,,
928,928,Glennmade,U.S.A,2016,Belize,"Toledo District, 2015 Harvest",70.0,3.5,2,No,No,No,No,Yes,No,mild strawberry,cocoa,,
929,929,Gonzales,U.S.A,2018,Venezuela,Chuao,70.0,3.0,2,No,No,No,No,Yes,No,poor texture,earthy,,
930,930,Goodnow,U.S.A,2019,Costa rica,Coto Brus,73.0,3.0,3,Yes,No,No,No,Yes,No,floral,rubbery,woody,
931,931,Goodnow,U.S.A,2019,Colombia,Boyaca,73.0,2.5,3,Yes,No,No,No,Yes,No,acidic,mildly burnt,metallic,
932,932,Goodnow Farms,U.S.A,2016,Guatemala,"Asochivite, batch 1005",77.0,3.25,3,Yes,No,No,No,Yes,No,sweet edge,bright fruit,sour,
933,933,Goodnow Farms,U.S.A,2016,Nicaragua,"El Carmen, batch 1003",77.0,3.25,3,Yes,No,No,No,Yes,No,mild molasses,rich,gateway,
934,934,Goodnow Farms,U.S.A,2016,Mexico,"Almendra Blanca, batch 1004",77.0,2.75,3,Yes,No,No,No,Yes,No,sour off flavor,nutty,earthy,
935,935,Goodnow Farms,U.S.A,2017,Peru,"Ucayali, batch 1041",70.0,3.25,3,Yes,No,No,No,Yes,No,creamy,fig,,
936,936,Gotham,U.S.A,2018,Belize,Maya Mtn,70.0,2.75,2,No,No,No,No,Yes,No,fruit,tart,rubber,
937,937,Grand Place,Vietnam,2011,Vietnam,"Ben Tre, Dong Nai",72.0,3.0,5,Yes,Yes,Yes,No,Yes,No,fatty,vanilla,dairy,
938,938,Green & Black's (ICAM),U.k.,2006,Blend,Dark,70.0,2.5,5,Yes,Yes,Yes,No,Yes,No,mildly rich,basic,roasty,
939,939,Green Bean to Bar,Japan,2016,Madagascar,Madagascar,70.0,3.5,2,No,No,No,No,Yes,No,rich,coffee,cherry,
940,940,Green Bean to Bar,Japan,2019,Peru,Nativo Blanco,73.0,2.5,2,No,No,No,No,Yes,No,sour grapes,pungent,ashey,
941,941,Grenada Chocolate Co.,Grenada,2008,Grenada,Grenada,71.0,2.5,5,Yes,Yes,Yes,No,Yes,No,very sour,grassy,fatty,
942,942,Grenada Chocolate Co.,Grenada,2009,Grenada,Grenada,60.0,2.75,5,Yes,Yes,Yes,No,Yes,No,very sweet,coffee,mild sour,
943,943,Grenada Chocolate Co.,Grenada,2010,Grenada,Grenada,82.0,3.25,5,Yes,Yes,Yes,No,Yes,No,chunky,muted,mild bitter,
944,944,Guido Castagna,Italy,2009,Blend,"Ven, Trinidad, Ecuador, prototype",64.0,3.25,4,Yes,No,Yes,No,Yes,No,mild nutty,spicy,brownie,
945,945,Guido Castagna,Italy,2009,Ecuador,"Arriba, A.S.S., prototype",64.0,3.0,4,Yes,No,Yes,No,Yes,No,sl. sweet,nutty,off note,
946,946,Guido Castagna,Italy,2009,Ghana,"Ghana, prototype",64.0,3.0,4,Yes,No,Yes,No,Yes,No,hot cocoa,very nutty,,
947,947,Guido Castagna,Italy,2009,Blend,"Trinidad & Tobago, prototype",64.0,3.0,4,Yes,No,Yes,No,Yes,No,light perfume,mild,sweet,
948,948,Guido Castagna,Italy,2009,Venezuela,Lacri Blend,76.0,3.0,4,Yes,No,Yes,No,Yes,No,gritty,roasty,strong coffee,
949,949,Guido Castagna,Italy,2018,Madagascar,Madagascar,70.0,2.75,4,Yes,No,Yes,No,Yes,No,earthy,chemical or burnt note,,
950,950,Guittard,U.S.A,2006,Madagascar,"Sambirano, Ambanja",65.0,3.5,5,Yes,Yes,Yes,No,Yes,No,creamy,sweet,blueberry,
951,951,Guittard,U.S.A,2006,Ecuador,"Los Rios, Quevedo",65.0,3.5,5,Yes,Yes,Yes,No,Yes,No,creamy,blackberry,,
952,952,Guittard,U.S.A,2006,Blend,Tsaranta,61.0,3.5,5,Yes,Yes,Yes,No,Yes,No,sweet,rich cocoa,mild citrus,
953,953,Guittard,U.S.A,2006,Colombia,Chucuri,65.0,3.0,5,Yes,Yes,Yes,No,Yes,No,creamy,sweet,floral,vanilla
954,954,Guittard,U.S.A,2006,Blend,Semisweet,61.0,3.0,5,Yes,Yes,Yes,No,Yes,No,fatty,cocoa,fruity,
955,955,Guittard,U.S.A,2006,Venezuela,Sur del Lago,65.0,2.5,5,Yes,Yes,Yes,No,Yes,No,sweet,creamy,vanilla,
956,956,Guittard,U.S.A,2007,Blend,Quetzalcoatl,72.0,3.5,5,Yes,Yes,Yes,No,Yes,No,creamy,sandy,nutmeg,moss
957,957,Guittard,U.S.A,2008,Venezuela,Ocumare,65.0,3.5,5,Yes,Yes,Yes,No,Yes,No,creamy,nutty,,
958,958,Guittard,U.S.A,2008,Peru,Machu Pichu,65.0,3.0,5,Yes,Yes,Yes,No,Yes,No,sweet,vanilla,rich,
959,959,Guittard,U.S.A,2008,Blend,Special Maker Reserve,64.0,3.0,5,Yes,Yes,Yes,No,Yes,No,perfume,vanilla,,
960,960,Guittard,U.S.A,2009,Blend,Complexite,70.0,3.5,5,Yes,Yes,Yes,No,Yes,No,complex,fruit,nut,raisin
961,961,Guittard,U.S.A,2009,U.s.a.,"O'ahu Island, N. Shore, Waialua E., Kakoleka",55.0,3.0,5,Yes,Yes,Yes,No,Yes,No,sweet,mild lemon,,
962,962,Guittard,U.S.A,2009,Blend,Nocturne,91.0,3.0,5,Yes,Yes,Yes,No,Yes,No,bitter,fatty,fruit,
963,963,Guittard,U.S.A,2010,Trinidad,Trinidad,65.0,3.0,5,Yes,Yes,Yes,No,Yes,No,creamy,mild tobacco,ham,
